,particulares,aseguradoras,aseguradoras_enfermedad,aseguradoreas_trafico,mutuas,tipo,año,ncodi
0,0.0,103677.0,64383.0,39294.0,61456.0,Hospital,2013,"990,00"
1,324687.0,478280.0,392084.0,86196.0,484228.0,Hospital,2013,"680,00"
2,793512.0,1803352.0,1803352.0,0.0,20402.0,Hospital,2013,"411,00"
3,0.0,0.0,0.0,0.0,0.0,Hospital,2013,"241,00"
4,24406.0,63557.0,55091.0,8466.0,44106.0,Hospital,2013,"558,00"
5,0.0,0.0,0.0,0.0,0.0,Hospital,2013,"167,00"
6,0.0,0.0,0.0,0.0,0.0,Hospital,2013,"248,00"
7,585787.0,2343056.0,2343056.0,0.0,6369.0,Hospital,2013,"224,00"
8,153936.0,69348.0,38074.0,31274.0,38397.0,Hospital,2013,"591,00"
9,31958.0,52238.0,44864.0,7374.0,40145.0,Hospital,2013,"586,00"
10,0.0,0.0,0.0,0.0,0.0,Hospital,2013,"453,00"
11,0.0,158145.0,158145.0,0.0,0.0,Hospital,2013,"113,00"
12,477217.0,4250824.0,4132722.0,118102.0,725206.0,Hospital,2013,"619,00"
13,211124.0,517596.0,517096.0,500.0,5380.0,Hospital,2013,"163,00"
14,0.0,0.0,0.0,0.0,0.0,Hospital,2013,"131,00"
15,12701.0,46790.0,0.0,46790.0,0.0,Hospital,2013,"375,00"
16,129911.0,1193011.0,424598.0,768413.0,208632.0,Hospital,2013,"1090,00"
17,235697.0,3013094.0,2461223.0,551871.0,265428.0,Hospital,2013,"764,00"
18,0.0,0.0,0.0,0.0,0.0,Hospital,2013,"14,00"
19,0.0,0.0,0.0,0.0,0.0,Hospital,2013,"657,00"
20,167019.0,823722.0,823722.0,0.0,6327.0,Hospital,2013,"362,00"
21,0.0,3163.0,913.0,2250.0,3496.0,Hospital,2013,"989,00"
22,0.0,0.0,0.0,0.0,0.0,Hospital,2013,"145,00"
23,154341.0,141608.0,133142.0,8466.0,17674.0,Hospital,2013,"511,00"
24,59853.0,54509.0,48254.0,6255.0,3251.0,Hospital,2013,"530,00"
25,0.0,0.0,0.0,0.0,0.0,Hospital,2013,"6,00"
26,0.0,0.0,0.0,0.0,0.0,Hospital,2013,"161,00"
27,37369.0,46624.0,29121.0,17503.0,13979.0,Hospital,2013,"623,00"
28,0.0,0.0,0.0,0.0,0.0,Hospital,2013,"489,00"
29,3955603.0,14528424.0,14464008.0,64416.0,44226.0,Hospital,2013,"875,00"
30,0.0,0.0,0.0,0.0,0.0,Hospital,2013,"940,00"
31,1466425.0,7101982.0,7050989.0,50993.0,302025.0,Hospital,2013,"946,00"
32,468403.0,633021.0,555926.0,77095.0,158224.0,Hospital,2013,"1023,00"
33,0.0,0.0,0.0,0.0,0.0,Hospital,2013,"1054,00"
34,0.0,0.0,0.0,0.0,0.0,Hospital,2013,"1057,00"
35,0.0,0.0,0.0,0.0,0.0,Hospital,2013,"1031,00"
36,32206.0,96456.0,0.0,96456.0,64469.0,Hospital,2013,"1032,00"
37,968959.0,2670208.0,2490568.0,179640.0,236136.0,Hospital,2013,"1064,00"
38,0.0,0.0,0.0,0.0,0.0,Hospital,2013,"226,00"
39,200963.0,228103.0,64497.0,163606.0,86745.0,Hospital,2013,"687,00"
40,0.0,0.0,0.0,0.0,0.0,Hospital,2013,"745,00"
41,0.0,0.0,0.0,0.0,0.0,Hospital,2013,"109,00"
42,23138.0,516219.0,84328.0,431891.0,98787.0,Hospital,2013,"808,00"
43,2310.0,1636.0,0.0,1636.0,501.0,Hospital,2013,"971,00"
44,0.0,0.0,0.0,0.0,0.0,Hospital,2013,"128,00"
45,71102.0,514913.0,295475.0,219438.0,13478.0,Hospital,2013,"919,00"
46,98109.0,2279182.0,1428410.0,850772.0,506525.0,Hospital,2013,"725,00"
47,0.0,0.0,0.0,0.0,0.0,Hospital,2013,"3,00"
48,582387.0,12833.0,12833.0,0.0,0.0,Hospital,2013,"386,00"
49,942929.0,0.0,0.0,0.0,0.0,Hospital,2013,"306,00"
50,69626.0,114325.0,114325.0,0.0,1098.0,Hospital,2013,"15,00"
51,0.0,0.0,0.0,0.0,0.0,Hospital,2013,"264,00"
52,0.0,0.0,0.0,0.0,0.0,Hospital,2013,"867,00"
53,0.0,297.0,117.0,180.0,93.0,Hospital,2013,"910,00"
54,9113.0,324898.0,1529.0,323369.0,39943.0,Hospital,2013,"1053,00"
55,8221.0,374783.0,301434.0,73349.0,44246.0,Hospital,2013,"1055,00"
56,130327.0,26800.0,26800.0,0.0,0.0,Hospital,2013,"1081,00"
57,0.0,0.0,0.0,0.0,0.0,Hospital,2013,"1099,00"
58,0.0,135724.0,0.0,135724.0,0.0,Hospital,2013,"529,00"
59,0.0,0.0,0.0,0.0,0.0,Hospital,2013,"345,00"
60,0.0,0.0,0.0,0.0,0.0,Hospital,2013,"515,00"
61,0.0,0.0,0.0,0.0,0.0,Hospital,2013,"174,00"
62,20591.0,169959.0,42561.0,127398.0,144540.0,Hospital,2013,"523,00"
63,1202970.0,19945063.0,19600901.0,344162.0,224576.0,Hospital,2013,"697,00"
64,0.0,0.0,0.0,0.0,0.0,Hospital,2013,"239,00"
65,759119.0,10485936.0,10261686.0,224250.0,377259.0,Hospital,2013,"287,00"
66,0.0,0.0,0.0,0.0,0.0,Hospital,2013,"377,00"
67,0.0,0.0,0.0,0.0,0.0,Hospital,2013,"692,00"
68,708299.0,0.0,0.0,0.0,0.0,Hospital,2013,"335,00"
69,0.0,0.0,0.0,0.0,0.0,Hospital,2013,"435,00"
70,0.0,0.0,0.0,0.0,0.0,Hospital,2013,"423,00"
71,566046.0,9250272.0,9047814.0,202458.0,16686.0,Hospital,2013,"351,00"
72,0.0,0.0,0.0,0.0,0.0,Hospital,2013,"810,00"
73,305276.0,138754.0,38577.0,100177.0,34768.0,Hospital,2013,"830,00"
74,0.0,0.0,0.0,0.0,0.0,Hospital,2013,"892,00"
75,2218050.0,31654594.0,29749643.0,1904951.0,84399.0,Hospital,2013,"921,00"
76,6722.0,11964.0,9794.0,2170.0,1024.0,Hospital,2013,"991,00"
77,0.0,0.0,0.0,0.0,0.0,Hospital,2013,"992,00"
78,47269.0,217474.0,110493.0,106981.0,50637.0,Hospital,2013,"993,00"
79,1032300.0,4914686.0,3546759.0,1367927.0,250336.0,Hospital,2013,"1070,00"
80,829562.0,62669.0,57517.0,5152.0,1641.0,Hospital,2013,"1095,00"
81,29605.0,50043.0,50043.0,0.0,0.0,Hospital,2013,"1094,00"
82,1.0,2.0,1.0,1.0,0.0,Hospital,2013,"473,00"
83,45875.0,521736.0,275035.0,246701.0,47875.0,Hospital,2013,"663,00"
84,0.0,38714.0,0.0,38714.0,0.0,Hospital,2013,"552,00"
85,1421634.0,10348423.0,8933763.0,1414660.0,0.0,Hospital,2013,"772,00"
86,0.0,0.0,0.0,0.0,14153859.0,Hospital,2013,"568,00"
87,31651.0,0.0,0.0,0.0,1088609.0,Hospital,2013,"398,00"
88,0.0,436686.0,0.0,436686.0,354642.0,Hospital,2013,"394,00"
89,0.0,436686.0,0.0,436686.0,64046.0,Hospital,2013,"614,00"
90,206004.0,1237257.0,1237257.0,0.0,369048.0,Hospital,2013,"235,00"
91,0.0,71285.0,22413.0,48872.0,770.0,Hospital,2013,"616,00"
92,1845978.0,22636211.0,18790494.0,3845717.0,223897.0,Hospital,2013,"267,00"
93,155471.0,0.0,0.0,0.0,0.0,Hospital,2013,"565,00"
94,924406.0,11092555.0,10056923.0,1035632.0,0.0,Hospital,2013,"220,00"
95,1424890.0,19896949.0,19896949.0,0.0,0.0,Hospital,2013,"278,00"
96,189426.0,176681.0,176681.0,0.0,0.0,Hospital,2013,"107,00"
97,0.0,0.0,0.0,0.0,0.0,Hospital,2013,"141,00"
98,493271.0,2800530.0,1749242.0,1051288.0,44761.0,Hospital,2013,"711,00"
99,29794.0,1568.0,1568.0,0.0,0.0,Hospital,2013,"204,00"
100,94210.0,491053.0,491053.0,0.0,0.0,Hospital,2013,"579,00"
101,1040298.0,2087464.0,161295.0,1926169.0,791695.0,Hospital,2013,"348,00"
102,0.0,0.0,0.0,0.0,0.0,Hospital,2013,"766,00"
103,746623.0,407340.0,407340.0,0.0,0.0,Hospital,2013,"761,00"
104,763623.0,16544511.0,16459360.0,85151.0,2865.0,Hospital,2013,"728,00"
105,730984.0,20704400.0,20537321.0,167079.0,0.0,Hospital,2013,"280,00"
106,1255316.0,6212291.0,6212291.0,0.0,0.0,Hospital,2013,"222,00"
107,19092414.0,55785426.0,55785426.0,0.0,0.0,Hospital,2013,"276,00"
108,1134114.0,11891177.0,10948449.0,942728.0,0.0,Hospital,2013,"11,00"
109,186495.0,1778845.0,1778845.0,0.0,0.0,Hospital,2013,"302,00"
110,251950.0,1806119.0,1360856.0,445263.0,1391.0,Hospital,2013,"682,00"
111,4276223.0,22886266.0,22886266.0,0.0,374585.0,Hospital,2013,"279,00"
112,8747141.0,37987871.0,37987871.0,0.0,0.0,Hospital,2013,"282,00"
113,1789540.0,35881378.0,35881378.0,0.0,0.0,Hospital,2013,"281,00"
114,1435000.0,457920.0,457920.0,0.0,0.0,Hospital,2013,"183,00"
115,14890261.0,6424125.0,6424125.0,0.0,0.0,Hospital,2013,"610,00"
116,0.0,0.0,0.0,0.0,0.0,Hospital,2013,"116,00"
117,0.0,0.0,0.0,0.0,0.0,Hospital,2013,"115,00"
118,53241.0,0.0,0.0,0.0,0.0,Hospital,2013,"114,00"
119,0.0,0.0,0.0,0.0,0.0,Hospital,2013,"126,00"
120,6765871.0,41484.0,41484.0,0.0,0.0,Hospital,2013,"119,00"
121,231512.0,1218663.0,760484.0,458179.0,633870.0,Hospital,2013,"770,00"
122,56075.0,99209.0,27269.0,71940.0,0.0,Hospital,2013,"583,00"
123,0.0,94212.0,0.0,94212.0,0.0,Hospital,2013,"136,00"
124,32165.0,278759.0,205686.0,73073.0,4025.0,Hospital,2013,"469,00"
125,119349.0,509852.0,363123.0,146729.0,10839.0,Hospital,2013,"642,00"
126,1196609.0,1181620.0,1024723.0,156897.0,0.0,Hospital,2013,"674,00"
127,0.0,94775.0,0.0,94775.0,0.0,Hospital,2013,"193,00"
128,151563.0,1550166.0,1101288.0,448878.0,188154.0,Hospital,2013,"526,00"
129,490127.0,3378230.0,1552172.0,1826058.0,1086802.0,Hospital,2013,"698,00"
130,0.0,31299.0,8185.0,23114.0,0.0,Hospital,2013,"630,00"
131,0.0,0.0,0.0,0.0,0.0,Hospital,2013,"124,00"
132,30171.0,0.0,0.0,0.0,0.0,Hospital,2013,"364,00"
133,1121862.0,8133896.0,6729802.0,1404094.0,125342.0,Hospital,2013,"604,00"
134,0.0,0.0,0.0,0.0,0.0,Hospital,2013,"123,00"
135,0.0,0.0,0.0,0.0,0.0,Hospital,2013,"310,00"
136,90961.0,272146.0,175277.0,96869.0,4083.0,Hospital,2013,"571,00"
137,586873.0,31077.0,8053.0,23024.0,55346.0,Hospital,2013,"296,00"
138,0.0,130820.0,0.0,130820.0,0.0,Hospital,2013,"566,00"
139,42185.0,1568100.0,263706.0,1304394.0,182767.0,Hospital,2013,"784,00"
140,3298.0,81459.0,81459.0,0.0,0.0,Hospital,2013,"102,00"
141,10054.0,17018.0,17018.0,0.0,0.0,Hospital,2013,"379,00"
142,0.0,172822.0,80592.0,92230.0,588.0,Hospital,2013,"639,00"
143,162404.0,167051.0,144895.0,22156.0,4177.0,Hospital,2013,"457,00"
144,2111728.0,18361698.0,18305298.0,56400.0,465287.0,Hospital,2013,"609,00"
145,313539.0,0.0,0.0,0.0,0.0,Hospital,2013,"101,00"
146,646212.0,449702.0,264518.0,185184.0,10591.0,Hospital,2013,"454,00"
147,238079.0,31293.0,31293.0,0.0,0.0,Hospital,2013,"318,00"
148,67531.0,104630.0,10868.0,93762.0,4505.0,Hospital,2013,"600,00"
149,116204.0,401156.0,111979.0,289177.0,15587.0,Hospital,2013,"545,00"
150,96225.0,0.0,0.0,0.0,0.0,Hospital,2013,"100,00"
151,0.0,4870862.0,4209869.0,660993.0,1282348.0,Hospital,2013,"702,00"
152,1849165.0,3626969.0,3195320.0,431649.0,53234.0,Hospital,2013,"778,00"
153,872141.0,728250.0,728250.0,0.0,47692.0,Hospital,2013,"341,00"
154,0.0,30915.0,0.0,30915.0,0.0,Hospital,2013,"99,00"
155,4676.0,86297.0,40415.0,45882.0,782.0,Hospital,2013,"767,00"
156,209246.0,108413.0,100133.0,8280.0,4009.0,Hospital,2013,"359,00"
157,86003.0,0.0,0.0,0.0,0.0,Hospital,2013,"98,00"
158,115431.0,0.0,0.0,0.0,0.0,Hospital,2013,"132,00"
159,0.0,0.0,0.0,0.0,0.0,Hospital,2013,"97,00"
160,0.0,0.0,0.0,0.0,0.0,Hospital,2013,"103,00"
161,0.0,0.0,0.0,0.0,0.0,Hospital,2013,"110,00"
162,2103106.0,0.0,0.0,0.0,0.0,Hospital,2013,"94,00"
163,0.0,0.0,0.0,0.0,0.0,Hospital,2013,"91,00"
164,6301.0,436552.0,240967.0,195585.0,29706.0,Hospital,2013,"664,00"
165,238175.0,3782199.0,1552701.0,2229498.0,1752750.0,Hospital,2013,"918,00"
166,0.0,0.0,0.0,0.0,0.0,Hospital,2013,"92,00"
167,53020.0,44968.0,44968.0,0.0,0.0,Hospital,2013,"95,00"
168,0.0,20407.0,20407.0,0.0,0.0,Hospital,2013,"96,00"
169,284088.0,1213650.0,1213650.0,0.0,0.0,Hospital,2013,"301,00"
170,26612.0,0.0,0.0,0.0,0.0,Hospital,2013,"492,00"
171,2469218.0,6305269.0,6305269.0,0.0,0.0,Hospital,2013,"811,00"
172,17943.0,70350.0,70350.0,0.0,0.0,Hospital,2013,"812,00"
173,0.0,0.0,0.0,0.0,0.0,Hospital,2013,"832,00"
174,0.0,0.0,0.0,0.0,0.0,Hospital,2013,"841,00"
175,32670.0,0.0,0.0,0.0,0.0,Hospital,2013,"856,00"
176,529452.0,221104.0,221104.0,0.0,0.0,Hospital,2013,"859,00"
177,0.0,0.0,0.0,0.0,0.0,Hospital,2013,"861,00"
178,25399.0,49985.0,0.0,49985.0,0.0,Hospital,2013,"880,00"
179,0.0,0.0,0.0,0.0,0.0,Hospital,2013,"883,00"
180,0.0,0.0,0.0,0.0,0.0,Hospital,2013,"884,00"
181,0.0,0.0,0.0,0.0,0.0,Hospital,2013,"877,00"
182,0.0,51098.0,0.0,51098.0,0.0,Hospital,2013,"911,00"
183,1380.0,3557.0,3557.0,0.0,0.0,Hospital,2013,"913,00"
184,3270302.0,3715131.0,3715131.0,0.0,0.0,Hospital,2013,"922,00"
185,0.0,0.0,0.0,0.0,0.0,Hospital,2013,"923,00"
186,0.0,0.0,0.0,0.0,0.0,Hospital,2013,"924,00"
187,668677.0,25596.0,0.0,25596.0,43861.0,Hospital,2013,"947,00"
188,0.0,0.0,0.0,0.0,0.0,Hospital,2013,"951,00"
189,0.0,0.0,0.0,0.0,47658.0,Hospital,2013,"1103,00"
190,0.0,0.0,0.0,0.0,0.0,Hospital,2013,"972,00"
191,99102.0,602950.0,602950.0,0.0,70850.0,Hospital,2013,"973,00"
192,155040.0,0.0,0.0,0.0,0.0,Hospital,2013,"974,00"
193,0.0,0.0,0.0,0.0,0.0,Hospital,2013,"975,00"
194,31667.0,0.0,0.0,0.0,0.0,Hospital,2013,"960,00"
195,0.0,0.0,0.0,0.0,0.0,Hospital,2013,"1028,00"
196,406307.0,195692.0,195692.0,0.0,0.0,Hospital,2013,"976,00"
197,0.0,0.0,0.0,0.0,0.0,Hospital,2013,"977,00"
198,396780.0,0.0,0.0,0.0,0.0,Hospital,2013,"1020,00"
199,94058.0,1012915.0,397417.0,615498.0,48802.0,Hospital,2013,"994,00"
200,3609.0,0.0,0.0,0.0,0.0,Hospital,2013,"995,00"
201,264439.0,613536.0,613536.0,0.0,0.0,Hospital,2013,"1060,00"
202,0.0,0.0,0.0,0.0,0.0,Hospital,2013,"1005,00"
203,248393.0,0.0,0.0,0.0,0.0,Hospital,2013,"1061,00"
204,0.0,0.0,0.0,0.0,0.0,Hospital,2013,"1006,00"
205,8114.0,97167.0,97167.0,0.0,0.0,Hospital,2013,"1088,00"
206,69670.0,1055355.0,1055355.0,0.0,0.0,Hospital,2013,"1089,00"
207,0.0,326293.0,326293.0,0.0,0.0,Hospital,2013,"1076,00"
208,1075439.0,0.0,0.0,0.0,0.0,Hospital,2013,"1078,00"
209,4851.0,327667.0,58137.0,269530.0,22009.0,Hospital,2013,"1033,00"
210,0.0,0.0,0.0,0.0,0.0,Hospital,2013,"1036,00"
211,0.0,0.0,0.0,0.0,0.0,Hospital,2013,"1037,00"
212,944178.0,423910.0,423910.0,0.0,0.0,Hospital,2013,"1039,00"
213,0.0,0.0,0.0,0.0,0.0,Hospital,2013,"1067,00"
214,0.0,0.0,0.0,0.0,0.0,Hospital,2013,"1065,00"
215,684809.0,3448772.0,3448195.0,577.0,733634.0,Hospital,2013,"1066,00"
216,0.0,0.0,0.0,0.0,0.0,Hospital,2013,"207,00"
217,39529.0,145942.0,97354.0,48588.0,0.0,Hospital,2013,"431,00"
218,12.0,75.0,44.0,31.0,33.0,Hospital,2013,"387,00"
219,0.0,0.0,0.0,0.0,0.0,Hospital,2013,"179,00"
220,149440.0,0.0,0.0,0.0,0.0,Hospital,2013,"606,00"
221,0.0,0.0,0.0,0.0,0.0,Hospital,2013,"925,00"
222,0.0,194866.0,112560.0,82306.0,940.0,Hospital,2013,"541,00"
223,0.0,102754.0,87688.0,15066.0,3282.0,Hospital,2013,"797,00"
224,0.0,0.0,0.0,0.0,0.0,Hospital,2013,"627,00"
225,0.0,0.0,0.0,0.0,0.0,Hospital,2013,"173,00"
226,296295.0,3806476.0,3232967.0,573509.0,480139.0,Hospital,2013,"636,00"
227,0.0,0.0,0.0,0.0,0.0,Hospital,2013,"205,00"
228,108000.0,84921.0,84921.0,0.0,0.0,Hospital,2013,"814,00"
229,0.0,0.0,0.0,0.0,0.0,Hospital,2013,"881,00"
230,359773.0,1663567.0,719100.0,944467.0,151088.0,Hospital,2013,"771,00"
231,155953.0,1054464.0,1006136.0,48328.0,20592.0,Hospital,2013,"533,00"
232,51805.0,467467.0,417975.0,49492.0,69147.0,Hospital,2013,"447,00"
233,17.0,445.0,445.0,0.0,0.0,Hospital,2013,"815,00"
234,254553.0,968083.0,15243.0,952840.0,155050.0,Hospital,2013,"801,00"
235,0.0,0.0,0.0,0.0,0.0,Hospital,2013,"800,00"
236,140414.0,484743.0,426935.0,57808.0,60944.0,Hospital,2013,"389,00"
237,636710.0,280986.0,0.0,280986.0,70552.0,Hospital,2013,"695,00"
238,5632.0,33873.0,23868.0,10005.0,27636.0,Hospital,2013,"816,00"
239,11658.0,50018.0,29989.0,20029.0,12463.0,Hospital,2013,"833,00"
240,0.0,0.0,0.0,0.0,0.0,Hospital,2013,"870,00"
241,0.0,0.0,0.0,0.0,0.0,Hospital,2013,"927,00"
242,0.0,0.0,0.0,0.0,0.0,Hospital,2013,"961,00"
243,181583.0,77076.0,47898.0,29178.0,11081.0,Hospital,2013,"962,00"
244,0.0,0.0,0.0,0.0,0.0,Hospital,2013,"1079,00"
245,82641.0,585347.0,585347.0,0.0,6653.0,Hospital,2013,"1101,00"
246,250370.0,466963.0,240479.0,226484.0,196186.0,Hospital,2013,"666,00"
247,0.0,0.0,0.0,0.0,0.0,Hospital,2013,"392,00"
248,166000.0,112554.0,112554.0,0.0,0.0,Hospital,2013,"790,00"
249,109487.0,123340.0,107939.0,15401.0,22023.0,Hospital,2013,"650,00"
250,104328.0,139333.0,138271.0,1062.0,811.0,Hospital,2013,"876,00"
251,20627.0,0.0,0.0,0.0,0.0,Hospital,2013,"944,00"
252,793004.0,6812147.0,6812147.0,0.0,0.0,Hospital,2013,"952,00"
253,255465.0,0.0,0.0,0.0,0.0,Hospital,2013,"54,00"
254,3830.0,1040443.0,1040443.0,0.0,5697.0,Hospital,2013,"367,00"
255,2139.0,129570.0,4037.0,125533.0,16727.0,Hospital,2013,"538,00"
256,3171.0,79383.0,17929.0,61454.0,28355.0,Hospital,2013,"557,00"
257,7021.0,141337.0,51920.0,89417.0,85809.0,Hospital,2013,"653,00"
258,3622.0,29610.0,0.0,29610.0,14830.0,Hospital,2013,"647,00"
259,21784.0,1573843.0,1178999.0,394844.0,155278.0,Hospital,2013,"978,00"
260,0.0,122966.0,58635.0,64331.0,39595.0,Hospital,2013,"996,00"
261,0.0,0.0,0.0,0.0,0.0,Hospital,2013,"729,00"
262,633565.0,12216000.0,12216000.0,0.0,14145.0,Hospital,2013,"182,00"
263,0.0,0.0,0.0,0.0,0.0,Hospital,2013,"633,00"
264,0.0,0.0,0.0,0.0,0.0,Hospital,2013,"685,00"
265,0.0,0.0,0.0,0.0,0.0,Hospital,2013,"683,00"
266,2204.0,24065.0,18659.0,5406.0,10380.0,Hospital,2013,"945,00"
267,68662.0,376576.0,376576.0,0.0,65092.0,Hospital,2013,"953,00"
268,0.0,2384.0,2384.0,0.0,0.0,Hospital,2013,"1022,00"
269,0.0,9055.0,9055.0,0.0,0.0,Hospital,2013,"1049,00"
270,0.0,0.0,0.0,0.0,0.0,Hospital,2013,"794,00"
271,0.0,23110.0,23110.0,0.0,0.0,Hospital,2013,"415,00"
272,0.0,0.0,0.0,0.0,0.0,Hospital,2013,"592,00"
273,621552.0,2982291.0,2562335.0,419956.0,520148.0,Hospital,2013,"497,00"
274,13664.0,165299.0,15719.0,149580.0,203394.0,Hospital,2013,"726,00"
275,0.0,0.0,0.0,0.0,0.0,Hospital,2013,"272,00"
276,0.0,0.0,0.0,0.0,0.0,Hospital,2013,"805,00"
277,0.0,0.0,0.0,0.0,0.0,Hospital,2013,"5,00"
278,0.0,0.0,0.0,0.0,0.0,Hospital,2013,"234,00"
279,677722.0,1233097.0,1233097.0,0.0,0.0,Hospital,2013,"64,00"
280,4737.0,68610.0,7330.0,61280.0,7391.0,Hospital,2013,"842,00"
281,0.0,0.0,0.0,0.0,0.0,Hospital,2013,"843,00"
282,0.0,0.0,0.0,0.0,0.0,Hospital,2013,"1025,00"
283,56887.0,1080793.0,878493.0,202300.0,156176.0,Hospital,2013,"803,00"
284,0.0,0.0,0.0,0.0,0.0,Hospital,2013,"211,00"
285,230042.0,2907436.0,1892958.0,1014478.0,709430.0,Hospital,2013,"773,00"
286,736434.0,1914972.0,1914972.0,0.0,53309.0,Hospital,2013,"424,00"
287,788097.0,12208234.0,10469900.0,1738334.0,98103.0,Hospital,2013,"298,00"
288,124308.0,2008216.0,2008216.0,0.0,0.0,Hospital,2013,"594,00"
289,141528.0,431020.0,407579.0,23441.0,59798.0,Hospital,2013,"237,00"
290,1049772.0,0.0,0.0,0.0,0.0,Hospital,2013,"16,00"
291,13443.0,26968.0,9532.0,17436.0,581.0,Hospital,2013,"768,00"
292,861688.0,484150.0,170224.0,313926.0,0.0,Hospital,2013,"617,00"
293,161780.0,2098130.0,2088527.0,9603.0,7315.0,Hospital,2013,"297,00"
294,531329.0,0.0,0.0,0.0,0.0,Hospital,2013,"105,00"
295,831615.0,121740.0,12120.0,109620.0,50734.0,Hospital,2013,"544,00"
296,462970.0,367348.0,100177.0,267171.0,73379.0,Hospital,2013,"804,00"
297,160501.0,56263.0,56263.0,0.0,0.0,Hospital,2013,"470,00"
298,138541.0,17975.0,17975.0,0.0,0.0,Hospital,2013,"104,00"
299,0.0,0.0,0.0,0.0,0.0,Hospital,2013,"20,00"
300,61140.0,433308.0,288005.0,145303.0,31028.0,Hospital,2013,"550,00"
301,0.0,0.0,0.0,0.0,0.0,Hospital,2013,"112,00"
302,565771.0,67588.0,0.0,67588.0,0.0,Hospital,2013,"818,00"
303,391765.0,8820.0,8820.0,0.0,0.0,Hospital,2013,"914,00"
304,0.0,55579.0,55579.0,0.0,0.0,Hospital,2013,"928,00"
305,663795.0,315399.0,95094.0,220305.0,32294.0,Hospital,2013,"964,00"
306,344157.0,202830.0,0.0,202830.0,0.0,Hospital,2013,"1026,00"
307,232777.0,25687.0,25687.0,0.0,0.0,Hospital,2013,"1068,00"
308,615439.0,451166.0,0.0,451166.0,275554.0,Hospital,2013,"738,00"
309,42381.0,240452.0,240452.0,0.0,0.0,Hospital,2013,"404,00"
310,11218409.0,10616218.0,9930165.0,686053.0,9707356.0,Hospital,2013,"274,00"
311,524312.0,6612800.0,6056351.0,556449.0,192653.0,Hospital,2013,"270,00"
312,0.0,77185.0,46865.0,30320.0,8180.0,Hospital,2013,"676,00"
313,0.0,0.0,0.0,0.0,0.0,Hospital,2013,"709,00"
314,595093.0,2771464.0,1552573.0,1218891.0,491679.0,Hospital,2013,"754,00"
315,0.0,24738.0,15789.0,8949.0,2840.0,Hospital,2013,"997,00"
316,259670.0,698047.0,605836.0,92211.0,56905.0,Hospital,2013,"734,00"
317,334284.0,629343.0,628923.0,420.0,0.0,Hospital,2013,"299,00"
318,651417.0,429969.0,399458.0,30511.0,2291.0,Hospital,2013,"645,00"
319,0.0,0.0,0.0,0.0,0.0,Hospital,2013,"17,00"
320,0.0,0.0,0.0,0.0,0.0,Hospital,2013,"1046,00"
321,0.0,0.0,0.0,0.0,0.0,Hospital,2013,"420,00"
322,57915.0,82296.0,82296.0,0.0,0.0,Hospital,2013,"802,00"
323,0.0,0.0,0.0,0.0,0.0,Hospital,2013,"266,00"
324,517957.0,1942510.0,1942510.0,0.0,115477.0,Hospital,2013,"580,00"
325,0.0,0.0,0.0,0.0,0.0,Hospital,2013,"137,00"
326,44802.0,382769.0,382769.0,0.0,0.0,Hospital,2013,"769,00"
327,50296.0,42992.0,28122.0,14870.0,32320.0,Hospital,2013,"776,00"
328,17897.0,43018.0,7336.0,35682.0,8547.0,Hospital,2013,"640,00"
329,1450497.0,255897.0,255897.0,0.0,0.0,Hospital,2013,"315,00"
330,51104.0,0.0,0.0,0.0,0.0,Hospital,2013,"40,00"
331,10116.0,199558.0,161260.0,38298.0,43268.0,Hospital,2013,"508,00"
332,71405.0,93668.0,93668.0,0.0,0.0,Hospital,2013,"46,00"
333,418.0,62212.0,21798.0,40414.0,43502.0,Hospital,2013,"590,00"
334,11634.0,35951.0,10117.0,25834.0,4087.0,Hospital,2013,"777,00"
335,414828.0,1915799.0,510459.0,1405340.0,476036.0,Hospital,2013,"897,00"
336,5565.0,0.0,0.0,0.0,0.0,Hospital,2013,"965,00"
337,0.0,0.0,0.0,0.0,0.0,Hospital,2013,"671,00"
338,8705.0,147018.0,138443.0,8575.0,47801.0,Hospital,2013,"461,00"
339,0.0,0.0,0.0,0.0,0.0,Hospital,2013,"376,00"
340,0.0,0.0,0.0,0.0,0.0,Hospital,2013,"621,00"
341,0.0,0.0,0.0,0.0,0.0,Hospital,2013,"793,00"
342,22726.0,222331.0,222331.0,0.0,68252.0,Hospital,2013,"1102,00"
343,0.0,0.0,0.0,0.0,0.0,Hospital,2013,"712,00"
344,0.0,0.0,0.0,0.0,0.0,Hospital,2013,"32,00"
345,0.0,0.0,0.0,0.0,0.0,Hospital,2013,"361,00"
346,192539.0,2229300.0,2223067.0,6233.0,110520.0,Hospital,2013,"486,00"
347,0.0,0.0,0.0,0.0,0.0,Hospital,2013,"595,00"
348,2645.0,170188.0,170188.0,0.0,0.0,Hospital,2013,"433,00"
349,0.0,8257.0,8257.0,0.0,0.0,Hospital,2013,"1058,00"
350,0.0,0.0,0.0,0.0,0.0,Hospital,2013,"261,00"
351,0.0,0.0,0.0,0.0,0.0,Hospital,2013,"730,00"
352,0.0,0.0,0.0,0.0,0.0,Hospital,2013,"577,00"
353,0.0,0.0,0.0,0.0,0.0,Hospital,2013,"788,00"
354,16193.0,269674.0,244875.0,24799.0,42787.0,Hospital,2013,"865,00"
355,0.0,13381.0,7975.0,5406.0,6997.0,Hospital,2013,"979,00"
